id,Statement,Label
12345,Aditya Thackeray moves SC against UGC decision on exam,TRUE
12346,"65 years on, apex court decides dispute over will",TRUE
12347,New Form 26AS to make e-filing of I-T returns easy,TRUE
12348,Massive decline in air traffic,TRUE
12349,Ayodhya temple Trust invites PM,TRUE
12350,"Make Mandarin must for troops, ITBP instructed",TRUE
12351,Million global Covid-19 cases in 100 hrs,TRUE
12352,Self-immolation bid over land row in Uttar Pradesh,TRUE
12353,Rajasthan crisis: 2 FIRs lodged over audio clips,TRUE
12354,A first: India to stockpile oil in Washington vaults,TRUE
12355,MHA seeks report from Rajasthan govt on allegations of phone tapping,TRUE
12356,"Government will never compromise on data, says IT Minister Ravi Shankar Prasad",TRUE
12357,"Maharashtra COVID-19 cases go past 3-lakh mark; death toll 11,596",TRUE
12358,India summons Pak Charge d‰ÛªAffaires over civilian deaths,TRUE
12359,SC orders 84-year-old man to undergo paternity test in minor 'rape' case,TRUE
12360,Over 1 lakh people recuperate from COVID; 40 pc of total recoveries in July alone,TRUE
12361,Covid-19: ICMR to conduct study on effectiveness of BCG vaccine among elders,TRUE
12362,SC decides a law suit that started in 1955,TRUE
12363,Ram Janambhoomi trust invites PM to lay foundation stone of temple on Aug 3 or 5,TRUE
12364,Hoarding invoking Amitabh Bachchan's 'Don' against COVID-19 removed,TRUE
12365,"Child patients in Delhi exhibit Kawasaki-like syndrome, COVID link suspected",TRUE
12366,"COVID-19: Recoveries exceed active cases by 2.95 lakh, says Health Ministry",TRUE
12367,Mobile tyre puncture shop helps man earn money during lockdown,TRUE
12368,Centre issues notice to Twitter over hack targeting high-profile users,TRUE
12369,"3 Amethi policemen suspended after woman, daughter attempt self-immolation outside UP CM office",TRUE
12370,Sushant Singh Rajput death: Filmmaker Aditya Chopra gives statement to Mumbai police,TRUE
12371,Centre to rope in national and international agencies to make Jal Jeevan Mission popular and people-driven,TRUE
12372,Covid-19 crisis: Yuva Sena moves Supreme Court for cancellation of final year exams,TRUE
12373,BJP‰Ûªs only grievance why were they caught murdering democracy: Cong,TRUE
12374,ONOR: Trial and testing enabled in four more states and UTs,TRUE
12375,Rajnath visits key forward post along LoC in Kashmir,TRUE
12376,Man approaches cops against tailor for 'too short' underpants,TRUE
12377,BJP MLA Kailash Meghwal comes out in support of Rajasthan CM,TRUE
12378,"Gr Noida: Partially-burnt body found in house, woman's body found in canal",TRUE
12379,Kangana Ranaut says will return Padma Shri if can't prove claims about Sushant Singh Rajput's death,TRUE
12380,Rajnath Singh offers prayers at Amarnath cave shrine,TRUE
12381,"Thermal screening must for visitors, house help, delivery staff before allowing entry: Govt to RWAs",TRUE
12382,US passenger flights to India can resume on July 23,TRUE
12383,"BJP questions Congress on ‰Û÷illegal‰Ûª phone-tapping in Rajasthan, demands CBI probe",TRUE
12384,"Around 35,000 fresh cases push India's Covid tally to 10.38 lakh",TRUE
12385,Cop ‰Û÷in touch‰Ûª with gold case accused attempts suicide,TRUE
12386,IndiGo offers double seat booking to flyer,TRUE
12387,Ranbir‰Ûªs Kashmiri lookalike dies at 28,TRUE
12388,"Aishwarya, Aaradhya admitted to hospital",TRUE
12389,"Nepal youth tonsured in Varanasi, 1 held",TRUE
12390,"Dubey‰Ûªs encounter was genuine, Uttar Pradesh cops tell Supreme Court",TRUE
12391,India now engages China on more equal terms: Jaishankar,TRUE
12392,Time right to reform global multilateral system: PM Modi,TRUE
12393,Pilot & Co get four-day breather,TRUE
12394,"35K cases in a day, but recovery rate up",TRUE
12395,"Progress in talks, but no guarantee: Rajnath",TRUE
12396,IITs drop Class-12 exam criterion for admissions this year,TRUE
12397,Arise Sir Tom: Queen knights 100-year-old UK war veteran and fundraiser who served in India,TRUE
12398,"Districts in MP, Bihar, Telangana most vulnerable to Covid-19 pandemic: Lancet study",TRUE
12399,Suspension of flight service to Kolkata from major cities to continue,TRUE
12400,Unique protest: Advocates collect 50 paise coins to pay Rs 100 fine slapped on a colleague,TRUE
12401,NIA arrests key operative of Handwara narco-terror module,TRUE
12402,Rajasthan crisis: BJP ally Hanuman Beniwal announces support to Sachin Pilot,TRUE
12403,"Tablighi Jamaat: Court allows 34 Thai nationals to walk free on payment of Rs 6,000 fine",TRUE
12404,"1,462 fresh COVID-19 cases take Delhi's tally to 1,20,107; death toll rises to 3,571",TRUE
12405,Government to fund 16 projects for developing technology to combat COVID-19,TRUE
12406,"India records single-day surge of 34,956 cases, recovery rate 63.33 per cent",TRUE
12407,Assam flood kills 5 more; 36 lakh affected,TRUE
12408,"COVID: 31.6 lakh people in quarantine across India, UP has the highest number",TRUE
12409,COVID-19: IndiGo introduces option to book two seats for single passenger,TRUE
12410,Pakistan willing to provide third consular access to Jadhav: Shah Mahmood Qureshi,TRUE
12411,"Lockdown is not solution to control COVID, no proposal to extend it in Bengaluru: Yediyurappa",TRUE
12412,"Rajasthan crisis: Audio ‰Û÷manufactured‰Ûª, Cong acting in frustration, says BJP",TRUE
12413,Death toll in south Mumbai building collapse rises to nine,TRUE
12414,"Rajasthan crisis: HC puts on hold Speaker action against Pilot, 18 dissident MLAs",TRUE
12415,20-year-old nabbed in Gujarat‰Ûªs Rann of Kutch while trying to sneak into Pakistan to meet girlfriend,TRUE
12416,"DRI seizes gold worth Rs 7 crore smuggled into India from Myanmar, six accused held",TRUE
12417,"Actor Sonu Sood gives 25,000 face shields for Maharashtra cops",TRUE
12418,No need for CBI probe in Sushant Singh Rajput death case: Anil Deshmukh,TRUE
12419,"2 African students thrashed on Roorkee campus by security guards, 8 arrested; video viral",TRUE
12420,Nepal envoys asks Yogi if Nepali youth‰Ûªs head was forcibly tonsured,TRUE
12421,FIR against Union Minister Shekhawat in Rajasthan audio clip case,TRUE
12422,"Modi has weakened India, that‰Ûªs why Chinese violated LAC: Rahul",TRUE
12423,Arctic heatwave would have been almost impossible without human-caused climate change: Climate scientists,TRUE
12424,Rajasthan Congress infighting also brings to fore factionalism in state BJP,TRUE
12425,Too soon to say whether recovered COVID patients lose immunity with time: Scientists,TRUE
12426,Earthquake hits Andaman and Nicobar Islands,TRUE
12427,Delhi Police rescue 84-year-old woman from bed box after she accidentally locks herself in,TRUE
12428,10-year-old MP boy walks out with Rs 10 lakh from bank in 30 seconds; police intensify search,TRUE
12429,"Sonam Kapoor Ahuja questions CBSE‰Ûªs decision to remove chapters on nationalism, secularism, calls it 'bizarre'",TRUE
12430,"Want to do everything possible to keep peace for people of India, China: Trump",TRUE
12431,India's coronavirus cases cross 1 million,TRUE
12432,Congress accuses BJP of horse-trading in Rajasthan; suspends its 2 MLAs,TRUE
12433,Woman cop names lover as 'husband' to get quarantined with him,TRUE
12434,India will cross 20 lakh COVID-19 cases by Aug 10; govt must take concrete steps: Rahul,TRUE
12435,"After US, India has done most Covid tests: White House",TRUE
12436,"Rajnath warns against attempts to challenge India‰Ûªs sovereignty, says talks under way but no 'guarantee'",TRUE
12437,Rajasthan MLAs shifted to secluded Manesar resort,TRUE
12438,No postal ballot for Bihar voters above 65,TRUE
12439,Row over Dhankar‰Ûªs meeting with VCs,TRUE
12440,Alliance Air resumes Delhi-Kullu flight,TRUE
12441,"Pilot,18 rebels move High Court against Speaker‰Ûªs notice; hearing today",TRUE
12442,Pak renders Jadhav meet meaningless,TRUE
12443,"Pullback move complex, won‰Ûªt allow status quo change: India",TRUE
12444,"With highest single-day surge of 32,695, cases near 1 million",TRUE
12445,BSF jawan held for killing woman constable of Delhi Police,TRUE
12446,No postal ballot for electorate above 65 years in Bihar polls: EC,TRUE
12447,Toilet - Ek Prema Katha: A real-life replay in Jagdishpur village,TRUE
12448,‰Û÷Clive of India‰Ûª statue in UK town saved by local council votes,TRUE
12449,SC notice to Kerala govt on petition challenging law banning animal sacrifice,TRUE
12450,"Vasundhra helping Gehlot, claims BJP ally Hanuman Beniwal, says he has proof",TRUE
12451,'Derogatory' remarks about Lord Muruga: Video channel anchor surrenders before TN police,TRUE
12452,"Man kills 62-year-old woman in Odisha, surrenders with severed head",TRUE
12453,LAC disengagement to prevent face-offs: MEA,TRUE
12454,Scotch-Brite criticised for gender marker logo; company's marketing head replies,TRUE
12455,Air India allows ticket holders of cancelled flights between March 15 & Aug 24 to transfer to others,TRUE
12456,Opposition demands dismissal of AP minister after seizure of Rs 5.5 crore from his car,TRUE
12457,Indian officials walk out of Jadhav meeting after Pak reneges on conditions,TRUE
12458,"Vikas Dubey case: Kartikey‰Ûªs family says he was minor, police differ",TRUE
12459,Mayawati exploring legal options against BSP MLAs who ‰Û÷merged‰Ûª with Congress in Rajasthan,TRUE
12460,"India inks bilateral air bubbles with France, US; talks on with Germany: Puri",TRUE
12461,Rhea Chakraborty requests Amit Shah for CBI inquiry into Sushant Singh Rajput's death,TRUE
12462,Sikhs protest against Pakistan spy agency ISI for backing pro-Khalistan activities,TRUE
12463,IMD predicts widespread rain till July 20,TRUE
12464,"Address me as 'Sir' and not 'My Lord', Calcutta HC Chief Justice tells judiciary officers",TRUE
12465,"Productive screen time maybe necessary for meeting learning outcomes, say schools",TRUE
12466,"Only god can save us from Covid, says Karnataka minister",TRUE
12467,West Bengal governor says education system in state 'politically caged',TRUE
12468,PM Modi to address India Ideas Summit,TRUE
12469,Start of human trials of COVID-19 vaccine candidate important milestone for Atmanirbhar Bharat: DBT,TRUE
12470,Former Maharashtra CM tests positive for COVID-19,TRUE
12471,Rajasthan HC to hear Pilot camp petition over disqualification on Friday,TRUE
12472,"Disqualification notice to Pilot, 18 MLAs brings issue of Speaker‰Ûªs power to fore again",TRUE
12473,India and China remain committed to complete disengagement: Officials on Sino-India military talks,TRUE
12474,"Minor raped outside Covid ward in Patna, guard arrested; girl sent for test",TRUE
12475,"Goa CM orders night curfew, weekend lockdown till August 10",TRUE
12476,32-year-old man found hanging in AIIMS Delhi,TRUE
12477,Indian pharma industry capable of producing Covid-19 vaccines for entire world: Bill Gates,TRUE
12478,Probe ordered into video showing MP cops beating up couple mercilessly for resisting land eviction,TRUE
12479,MP Congress forms panel to probe Guna Dalit couple beating case,TRUE
12480,Eminent theatre personality Subhadramma Mansur dies,TRUE
12481,"India records highest 1-day spike of over 32,000 corona cases",TRUE
12482,Tamil Nadu wants to convert Jayalalithaa‰Ûªs house into CM's residence,TRUE
12483,"2 medium-intensity quakes hit Assam, Gujarat",TRUE
12484,Gujarat woman cop who took on minister's son says she ‰Û÷resigned‰Ûª as seniors didn‰Ûªt support her,TRUE
12485,Vinod Dua sedition case: Himachal cops submit probe report to Supreme Court,TRUE
12486,Red alert in Mumbai,TRUE
12487,‰Û÷World‰Ûªs cheapest‰Ûª Covid kit for Rs 399,TRUE
12488,Leave without pay for up to 5 years at Air India,TRUE
12489,"India, EU vow to expand trade ties",TRUE
12490,Kerala IAS officer quizzed for 9 hours in gold smuggling case,TRUE
12491,90% plus scorers dip in CBSE Class X results,TRUE
12492,Lavasa set to join as ADB vice-president,TRUE
12493,Human trials of Indian ‰Û÷vaccines‰Ûª start as count reaches 9.36 lakh,TRUE
12494,US annuls order sending back F-1 visa students,TRUE
12495,"Vasundhara mum, BJP treads cautiously",TRUE
12496,Fiscal powers for forces to meet urgent needs,TRUE
12497,NSA reviews outcome of marathon 15-hr LAC meet,TRUE
12498,"Speaker sends notice to Pilot, 18 others",TRUE
12499,Legal fraternity condemns arrest of gang-rape victim in Bihar,TRUE
12500,MP couple consumes pesticide while resisting eviction from land,TRUE
12501,"Talks between Chinese, Indian militaries reached ‰Û÷progress‰Ûª on further disengagement: Beijing",TRUE
12502,Study predicts India's population to peak to 1.6 billion in 2048,TRUE
12503,Armed forces get special powers for urgent purchases worth Rs 300 crore,TRUE
12504,Condition of 10-year service for invalid pension to soldiers done away with,TRUE
12505,IIT Delhi launches ‰Û÷Corosure‰Ûª claimed to be world‰Ûªs most affordable diagnostic kit for Covid,TRUE
12506,Air India to send certain employees on leave without pay for up to five years amid coronavirus crisis,TRUE
12507,Sedition case against Dua: HP police submit probe report in sealed cover before SC,TRUE
12508,Delhi court grants bail to 200 Indonesians who attended Tablighi Jamaat meet,TRUE
12509,"Stop accepting BJP ‰Û÷hospitality‰Ûª, come back, Surjewala tells Pilot",TRUE
12510,"Russia, India discuss cooperation at various international platforms",TRUE
12511,India losing power and respect everywhere: Rahul Gandhi,TRUE
12512,Complaint in Mumbai court against Ekta Kapoor over web show,TRUE
12513,"82 cops have died of COVID-19 since March, says official",TRUE
12514,Sheena Bora murder: Special CBI court rejects Indrani Mukerjea‰Ûªs bail plea,TRUE
12515,"Absconding newspaper owner, accused of rape, held in Kashmir",TRUE
12516,Asian Development Bank appoints Election Commissioner Ashok Lavasa as new vice-president,TRUE
12517,India gets its first indigenous pneumonia vaccine,TRUE
12518,Indian groom returns home with Nepalese bride to a warm reception,TRUE
12519,Maratha reservation: SC to conduct day-to-day hearing from July 27 via video-conferencing,TRUE
12520,Children under 12 stranded in India unable to fly back alone to UAE,TRUE
12521,"Hemtabad MLA death not political case as projected by BJP, Mamata writes to Prez Kovind",TRUE
12522,"Rajnath Singh to visit Ladakh, meet soldiers",TRUE
12523,COVID-19: TN govt gives consent to BCG trial at ICMR‰Ûªs Chennai institute,TRUE
12524,"122 ‰Û÷criminals‰Ûª killed in 6,126 encounters in UP in past 3 years; 13 cops lose their lives",TRUE
12525,SC refuses to entertain plea against 100 per cent domicile quota in government jobs in J&K,TRUE
12526,Actor Sonu Sood turns author with a book on his work with migrants during coronavirus,TRUE
12527,"Navy official killed in car crash, 2 colleagues hospitalised in UP",TRUE
12528,Five Naxals surrender in Chhattisgarh‰Ûªs Dantewada district,TRUE
12529,COVID-19 situation in Delhi better than in June: Kejriwal,TRUE
12530,"Support pours in for Gujarat woman cop who ""took on"" minister's son",TRUE
12531,India set to make PDS location independent: NITI Aayog CEO at UN forum,TRUE
12532,"Mantra to stay relevant is to improve skills, says PM Modi",TRUE
12533,CBSE announces Class 10 result,TRUE
12534,"My loyalty is to Congress ideology, not any individual: Sanjay Jha",TRUE
12535,"IMD issues red alert for Mumbai, heavy rains at many places",TRUE
12536,China‰Ûªs aggressive actions against India give insight into how CPC thinking these days: US NSA,TRUE
12537,ED‰Ûªs Principal Special Director Simanchala Dash gets one-year extension,TRUE
12538,PM pitches for ‰Û÷action-oriented‰Ûª agenda at EU-India Summit,TRUE
12539,Sachin Pilot appears to be tilting towards forming his own party,TRUE
12540,"Pilot, 18 other Congress MLAs face disqualification; Rajasthan Assembly Speaker issues notices",TRUE
12541,"BJP treads cautiously as unlike Scindia, Sachin Pilot may not prove kingmaker in Rajasthan",TRUE
12542,"India's strategic rail projects with Japan, Iran in trouble",TRUE
12543,Maharashtra Congress suspends Jha after he tweets in Pilot‰Ûªs praise,TRUE
12544,Number of malnourished falls by 60 mn: UN,TRUE
12545,"1 lakh cases in 3 days; Tamil Nadu, Maharashtra remain hotspots",TRUE
12546,"India, EU ink civil nuclear pact",TRUE
12547,"India, China generals end 15-hour marathon LAC meeting at 2 am",TRUE
12548,"Pilot grounded, Gehlot claims majority",TRUE
12549,Nepal clarifies PM Oli‰Ûªs Ayodhya statement,TRUE
12550,Maharashtra Congress suspends Sanjay Jha after he tweets praises of Pilot,TRUE
12551,"SC seeks report from Centre on plea for help to poor pregnant, lactating women",TRUE
12552,"India‰Ûªs strategic rail projects with Japan, Iran in trouble",TRUE
12553,"Won't regulate cost of Covid-19 treatment, says SC",TRUE
12554,Coal block auction: SC notice to Centre on Jharkhand Government's plea,TRUE
12555,"Rajasthan Cabinet meets after party sacks Pilot, his loyalists",TRUE
12556,Vande Bharat Mission has given us template for evacuation in global crisis situations: Civil Avation Minister Hardeep Puri,TRUE
12557,Telugu states order stricter norms as vaccine trials begin at NIMS,TRUE
12558,Autopsy report says West Bengal MLA Debendra Roy died by hanging,TRUE
12559,"VHP, Ayodhya saints, priests condemn Nepal PM Oli's statement on Ayodhya; claim he‰Ûªs under pressure",TRUE
12560,Rape accused Bishop Franco Mulakkal tests positive for COVID-19,TRUE
12561,Grandmother clears class 12 board exams in Meghalaya,TRUE
12562,Bihar announces total lockdown from July 16-31,TRUE
12563,HRD announces guidelines for online classes by schools,TRUE
12564,RS Secretariat launches employee welfare scheme named after Arun Jaitley,TRUE
12565,"Abide by army‰Ûªs mandate, delete your FB account: HC to Lt Col",TRUE
12566,NIA arrests one in People‰Ûªs Liberation Front terror funding case,TRUE
12567,"86 pc Covid cases in 10 states; half in Maharashtra, Tamil Nadu",TRUE
12568,Over 20 people test COVID-19 positive in Bihar BJP Headquarters,TRUE
12569,Army Chief reviews operational preparedness along western border,TRUE
12570,India-EU ink civil nuclear pact on eve of bilateral summit,TRUE
12571,SC seeks UP govt‰Ûªs response on pleas for SIT probe into Vikas Dubey‰Ûªs encounter killing,TRUE
12572,"Locusts active, but 'no significant damage' to crops in Rajasthan",TRUE
12573,Thematic garden inspired by Ram‰Ûªs 14-year vanvas developed in Haldwani,TRUE
12574,"As BJP leaders discuss Rajasthan strategies, senior leaders extend invitation to Pilot",TRUE
12575,Minister ‰Û÷forcibly‰Ûª gets houses painted in saffron colour in UP; residents lodge FIR,TRUE
12576,SC issues notice to BCI on PIL seeking permission for lawyers to advertise,TRUE
12577,"Corps Commander level talks continue even after 11 hours, outcome caught in wrangles",TRUE
12578,Rajasthan Congress developments echo in national political landscape,TRUE
12579,Railways float fresh tender for coronavirus surveillance cameras,TRUE
12580,"One dead, one injured in AP pharma unit fire",TRUE
12581,CBSE Class X results to be declared today,TRUE
12582,Number of undernourished people declines in India; obesity in adults on the rise: UN,TRUE
12583,"India's Covid tally crosses 9 lakh with 28,498 fresh cases; death toll climbs to 23,727",TRUE
12584,Injured police inspector recounts July 3 horror by Vikas Dubey gang,TRUE
12585,Watch: Pakistanis sing 'Vande Mataram' with Indians in London protest against China,TRUE
12586,PM Oli says 'real' Ayodhya is in Nepal and Lord Ram is Nepali; BJP rejects claim,TRUE
12587,"Congress sacks Sachin Pilot as Rajasthan state chief, deputy CM",TRUE
12588,"MLA found dead, BJP blames TMC",TRUE
12589,Scindia loyalists get key ministries in MP,TRUE
12590,Kalyan appears before CBI court in Babri case,TRUE
12591,Travancore royal family to manage Kerala temple: SC,TRUE
12592,Lt Col moves HC against Army‰Ûªs social media ban,TRUE
12593,"Gehlot herds MLAs to resort, Pilot rebuffs Congress overtures",TRUE
12594,BJP in ‰Û÷wait and watch‰Ûª mode,TRUE
12595,"‰Û÷Jadugar‰Ûª Gehlot blows away desert storm, for now",TRUE
12596,"Amid Congress crisis, I-T raids against Rajasthan biz groups",TRUE
12597,Google to pump in Rs75K cr for Digital India initiative,TRUE
12598,CBSE Class XII result up 5% amid outbreak,TRUE
12599,"Crucial round of India-China talks today, troop withdrawal on table",TRUE
12600,"Covid tally set to cross 9 lakh, mortality rate slides to 2.6%",TRUE
12601,Indian newspapers from 1966 recovered from melting French glacier,TRUE
12602,Rahul to share 'thoughts' on video,TRUE
12603,ISIS Karnataka module case: NIA files charge sheet against 17 key conspirators,TRUE
12604,"Delhi govt allows restro-bars, clubs to sell beer stock expiring by July 31 to liquor shops",TRUE
12605,"Delhi riots: Suspended AAP councillor used rioters as ‰Û÷human weapons‰Ûª, says court",TRUE
12606,Man held for sexual harassment for Youtube rant against woman in Mumbai,TRUE
12607,Kanpur ambush: UP police to request court to release wife of Vikas Dubey‰Ûªs aide,TRUE
12608,Gurugram catches fancy of Covid drug black marketeers,TRUE
12609,The political tug-of-war in Rajasthan,TRUE
12610,NIA arrests two persons from Pune in ISKP case,TRUE
12611,Pak to restore Afghan exports with India through Wagah from Wednesday,TRUE
12612,Fourth round of Lt Gen-level talks between India and China on Tuesday,TRUE
12613,First patient discharged from Delhi‰Ûªs largest COVID care centre,TRUE
12614,DMK MLA says he ‰Û÷opened fire in self-defence‰Ûª,TRUE
12615,Delhi HC may hear plea against ban on social media use by soldiers,TRUE
12616,SC refuses to entertain plea seeking restrictions on Amarnath Yatra amid COVID-19,TRUE
12617,"14-year-old girl found hanging at Noida school, parents allege rape, murder",TRUE
12618,Tablighi Jamaat: Court allows foreigners from 14 countries to walk free on fine; some claim trial,TRUE
12619,Rajasthan imbroglio: BJP plays ‰Û÷wait and watch‰Ûª in what appears to be a ‰Û÷win-win situation' either way,TRUE
12620,"Rajasthan crisis: Rahul‰Ûªs envy causing Congress‰Ûª destruction, says ex-MP CM",TRUE
12621,COVID biomedical waste poses environmental challenge,TRUE
12622,"CA‰Ûªs May examination cancelled, to be merged with Nov cycle: ICAI tells SC",TRUE
12623,BJP leader Kalyan Singh appears before Babri mosque trial court,TRUE
12624,"PM Modi, Google‰Ûªs Pichai discuss how tech can transform lives",TRUE
12625,"Pompeo, Jaishankar, Nirmala Sitharaman to address virtual India Ideas summit",TRUE
12626,"Come back, let‰Ûªs talk: Congress reaches out to Sachin Pilot amid Rajasthan crisis",TRUE
12627,‰Û÷Suspected heinous killing‰Ûª of Debendra Nath Ray speaks of ‰Û÷gunda raj‰Ûª in West Bengal: BJP,TRUE
12628,"I-T raids in Delhi, Jaipur in tax evasion case against Rajasthan group",TRUE
12629,Innumerable stories about Vikas Dubey emerge,TRUE
12630,BJP MLA found hanging in market in West Bengal; family alleges murder,TRUE
12631,Rahul Gandhi questions govt‰Ûªs claims on battling COVID-19,TRUE
12632,Karnataka Tourism Minister tests positive for COVID-19,TRUE
12633,SC upholds Shebait rights of Travancore royal family in administration of Sree Padmanabhaswamy Temple,TRUE
12634,Madhya Pradesh CM allocates portfolios; Scindia loyalists get key ministries,TRUE
12635,"Gujarat woman constable transferred for arresting minister's son, friends over curfew violations",TRUE
12636,"Chinese actions on India border, in SCS and Hong Kong ‰Û÷provocative, destabilising‰Ûª: Rich Verma",TRUE
12637,"Record spike of 28,701 Covid-19 cases takes India‰Ûªs tally to 8.78 lakh",TRUE
12638,"As punishment, UP violators to write 'mask lagaana hai ' 500 times",TRUE
12639,"CID has been following me, my supporter, it‰Ûªs humiliating, says Sachin Pilot",TRUE
12640,"Rajasthan CM Gehlot claims majority, CLP seeks action against anti-party elements",TRUE
12641,Maoists blow up 12 buildings in Jharkhand,TRUE
12642,Nadda questions Kerala CM‰Ûªs role in gold smuggling case,TRUE
12643,Govt updates self-declaration form for flyers,TRUE
12644,"Covid victim‰Ûªs body transported in auto, probe ordered",TRUE
12645,Fresh faces likely in Team Nadda,TRUE
12646,"Country‰Ûªs every inch in our possession, says ITBP DG",TRUE
12647,"Aishwarya, daughter +ve too, in self-isolation",TRUE
12648,"With ‰Û÷30‰Ûª MLAs, Pilot bid to hijack Gehlot govt",TRUE
12649,"28,637 cases in 24 hrs, recovery rate 62.93%",TRUE
12650,"India procuring 72,000 assault rifles from US as part of infantry modernisation",TRUE
12651,More cities to come under lockdown as India‰Ûªs COVID tally surges to nearly 8.5 lakh,TRUE
12652,"DMK MLA ‰Û÷opens fire‰Ûª during clash in Tamil Nadu, arrested",TRUE
12653,"Maharashtra crosses 2.5 lakh-mark with 7,827 new COVID-19 cases; 173 more die",TRUE
12654,"Newlywed lovers threatened, killed for seeking police help in Karnataka",TRUE
12655,Suspended cop Davinder Singh shared ‰Û÷sensitive‰Ûª info with Pak High Commission: Officials,TRUE
12656,Increasing suicidal tendency among children during lockdown in Kerala; Over 60 end lives since March 25,TRUE
12657,"Nadda says colour of gold is red in Kerala, attacks Vijayan-led govt",TRUE
12658,"Bangladeshi woman, child intercepted by BSF while trying to cross border illegally",TRUE
12659,Rajasthan crisis: Scindia takes jibe at Congress; says ‰Û÷talent finds little credence‰Ûª in INC,TRUE
12660,Police team attacked as it tries to arrest murder accused in UP,TRUE
12661,"Police officer, suspended for alleged role in Vikas Dubey case, moves SC seeking protection",TRUE
12662,India‰Ûªs COVID-19 recovery rate improves to 62.9 per cent: Health ministry,TRUE
12663,Can‰Ûªt demand signed copies of online RTI applications: CIC to Army,TRUE
12664,India at good position in Covid-19 battle: Amit Shah,TRUE
12665,BJP chief Nadda set to have new team with fresh faces,TRUE
12666,UP government sets up inquiry commission to probe gangster Dubey‰Ûªs encounter,TRUE
12667,Decision on monsoon session of Parliament soon: Pralhad Joshi,TRUE
12668,Utkal Express accident: Charge sheet filed against five railway officials,TRUE
12669,"Indian students concerned about deportation, dropping out semester as US announces new visa rules",TRUE
12670,Diesel price nears Rs 81 after 16 paise increase,TRUE
12671,Govt updates self-declaration form for passengers as COVID-19 recovery improves,TRUE
12672,"Rajasthan crisis: Sachin Pilot claims support of 30 MLAs, says Ashok Gehlot govt in minority",TRUE
12673,Threatened and forced to delete video on Tamil Nadu custodial deaths: Radio host Suchitra,TRUE
12674,Rajasthan CM Gehlot calls MLAs‰Ûª meet to prove ‰Û÷all is well‰Ûª with his govt,TRUE
12675,"3 siblings, upset after mother‰Ûªs death, commit suicide",TRUE
12676,16 test positive for Covid-19 at Maharashtra Raj Bhavan; Governor says not in self-isolation,TRUE
12677,What happened that China took away India‰Ûªs land during Modi‰Ûªs rule: Rahul asks govt,TRUE
12678,BSF jawan arrested by Punjab police in drug smuggling case,TRUE
12679,China is a ‰Û÷bigger threat to India‰Ûª than Pakistan: Sharad Pawar,TRUE
12680,"NCW seeks immediate action against man for hurling abuses, giving rape threats to stand-up comedian",TRUE
12681,Hardik is Gujarat Cong working chief,TRUE
12682,Air India withdraws 180 cabin crew posts,TRUE
12683,Saffron party rejects charge of horse-trading,TRUE
12684,Party MPs want Rahul back at helm,TRUE
12685,No change in UGC varsity exam schedule,TRUE
12686,Delhi Bar seeks Rs500-cr aid from PM Cares Fund,TRUE
12687,Gangster Dubey‰Ûªs encounter may ‰Û÷widen‰Ûª UP caste divide,TRUE
12688,Enforcement Directorate seizes Rs3.57 cr in raids on travel firms,TRUE
12689,NIA detains two in Kerala gold smuggling case,TRUE
12690,US-Russia cyber rivalry puts India in quandary,TRUE
12691,Amend Gurdwara Act: J&K Sikhs,TRUE
12692,India‰Ûªs largest tiger census sets Guinness record,TRUE
12693,"Covid may lead to higher NPAs, capital erosion, warns RBI Governor",TRUE
12694,1 lakh cases in 4 days; caution on Remdesivir,TRUE
12695,Covid-19 pandemic: Dharavi effort wins WHO praise,TRUE
12696,13 gaps in mountains along LAC hold key,TRUE
12697,"Enforcement Directorate set to file money-laundering case against Dubey family, aides",TRUE
12698,Plea in Supreme Court for SIT probe into killing of gangster Vikas Dubey,TRUE
12699,"BJP trying to topple Rajasthan Govt, will complete full term: Gehlot",TRUE
12700,"Bollywood megastar Amitabh Bachchan, son Abhishek test positive for coronavirus",TRUE
12701,NIA detains two accused in Kerala gold smuggling case,TRUE
12702,"With UP-Delhi border sealed in Ghaziabad, many commuters turned back",TRUE
12703,"Arunachal, Meghalaya announce mini lockdowns as COVID-19 continues to surge",TRUE
12704,India in US-Russia rivalry over cybersecurity,TRUE
12705,"A work in progress: Jaishankar on disengagement, de-escalation on Sino-Indian border",TRUE
12706,"Bar Council of Delhi writes to PM, seeks Rs 500-crore assistance",TRUE
12707,"One-week lockdown imposed in Bengaluru urban, rural from July 14",TRUE
12708,"No change in UGC's university exam schedule, Centre says student evaluation key",TRUE
12709,"PUCL moves SC, seeks SIT probe into Vikas Dubey‰Ûªs encounter killing",TRUE
12710,Hardik Patel appointed Gujarat Congress working president,TRUE
12711,Demands for Rahul to take over as party chief dominate Congress meet on COVID-19,TRUE
12712,"Covid: Govt advises cautious use of Remdesivir; flags potential harm to liver, kidney",TRUE
12713,Vikas Dubey‰Ûªs absconding aide arrested near Mumbai,TRUE
12714,Six insurgents killed in encounter in Arunachal Pradesh,TRUE
12715,ED seizes Rs 3.57 crore unaccounted cash of several tour and travel companies under FEMA,TRUE
12716,"PM appreciates efforts of Centre, Delhi govt in containing COVID situation in national capital",TRUE
12717,"2,500 attend religious function in Gujarat despite ban on gatherings; 21 held",TRUE
12718,No guarantee Trump will back India against China if tensions escalate: Former US NSA John Bolton,TRUE
