id,Statement,Label
3166,Fact Check: Video Of Russian Proto-M Missile Explosion Passed Off As Failure Of Indian Test Missile,Fake
3167,Fake image of AAP govtâ€™s ad claims Kejriwal has promised aid only to Muslim riot victims,Fake
3168,Fact Check: Video From Greece Passed Off As Ro-Ro Ferry From Gujarat's ...,Fake
3169,Video of couple having sex in public is not from Shaheen Bagh,Fake
3170,Fact Check: Is Maharashtra Govt Official Crying Over COVID-19...,Fake
3171,Madhu Kishwar shares Sunny Deolâ€™s movie clip to claim Muslim kids are being radicalised,Fake
3172,Fact Check: Netizens Share Wrong Photo As Victim Of Hathras Crime...,Fake
3173,Mandatory To Post Facebook Profile Video Chanting â€˜Bharat Mata Ki Jaiâ€™: Home Ministry,Fake
3174,Fact Check: Plastic Eggs In Circulation In Indian Markets?,Fake
3175,Bagga tweets & then deletes edited picture of Amul ad that said Muslims destroyed Delhi,Fake
3176,Fact Check: Viral Posts Falsely Claims Central Govt Cleared Singer SP...,Fake
3177,Fact Check: Is This Video A Ballet Performance Of A 73-Yr-Old Grandmother With Her Grandson?,Fake
3178,India To Use Services of Sony TVâ€™s CID To Bring Vijay Mallya Back,Fake
3179,Fact Check: Ganpati Installation Video From Hyderabad Shared With False Communal Claim,Fake
3180,All Savings Under Section 80C To Be Taxed Too At Withdrawal- Govt.,Fake
3181,Fact Check: Was A Fatwa Issued In Bengal Banning A Series Of Leisure Activities?,Fake
3182,"Viral video of communal flare-up and stone pelting is from Pakistan, not Bihar",Fake
3183,Fact Check: Photos From Road Accident Shared As Recent Rape In Punjab,Fake
3184,"WHO didnâ€™t say vegetarians havenâ€™t contracted coronavirus, viral Twitter post is misleading",Fake
3185,Fact Check: Did TN Govt & Madras HC Change Tamil Logos To Sanskrit?,Fake
3186,Fact Check: BJP Leader Kapil Mishra Claims Video Showing Police Hitting A Boy Is Old & Of A Chain...,Fake
3187,"â€˜Section 144 orderâ€™ stokes confusion in Mumbai amid COVID-19 scare, but itâ€™s not for public",Fake
3188,Fact Check: Is Home Minister Amit Shah Undergoing Treatment In New York For Avian Sarcoma?,Fake
3189,Viral photo of mother â€˜dyingâ€™ of Covid-19 and her baby is actually from 1985,Fake
3190,Fact Check: Morphed Photo Shows UP CM Yogi Adityanath Watching Hathras ...,Fake
3191,Viral images of money on the street has nothing to do with Italy or coronavirus,Fake
3192,Fact Check: Did Sonu Sood Win An Award Conferred By United Nations Development Programme?,Fake
3193,Herd of deer not lounging on Ooty-Coimbatore road amid coronavirus lockdown,Fake
3194,Fact Check: Viral Video Of A Journalist Rolling On The Ground Isn't Of Ravish Kumar,Fake
3195,"Rahul & Priyanka Gandhi didnâ€™t â€˜break curfew to visit friendsâ€™, viral video is from December",Fake
3196,"Fact Check: Did Yogi Adityanath Say It Is His Job To Save Cows, Not Women?",Fake
3197,Viral video claiming lockdown violation in Delhiâ€™s Daryaganj is actually from Surat,Fake
3198,Fact Check: Times Now & India Today Share Unrelated Photo As 'Atal...,Fake
3199,Fact Check: Did A Flyover Collapse In Bengaluru?,Fake
3200,Viral post that says US CEO redesigned India map to laud Modi on Covid-19 is 4 years old,Fake
3201,Fact Check: Viral Video Shared With Claim That BJP MP Harsh Vardhan Was Assaulted By Public,Fake
3202,Fact Check: Scenes From Street Play Shared As Photos Of 13-Yr-Old Rape Victim From Nepal,Fake
3203,Meghna Patel To Head RBI After Rajan,Fake
3204,Fact Check: Old Video From Rally In Bangladesh Falsely Linked To West...,Fake
3205,Image of IAF chopper showering flowers on migrant workers along highway is not real,Fake
3206,Fact Check: Doctored News Bulletin Claims UP CM Said 'Thakurs Tend To Make Mistakes' On Hathras Rape ...,Fake
3207,"UP doctor dies, social media posts claim it was after she was attacked by Covid-19 patient",Fake
3208,Fact Check: Did Anti-Farm Reforms Protestors Conduct Mock Funeral Of PM Modi?,Fake
3209,"â€˜Man with 3 wives and 32 childrenâ€™ surfaces again on Twitter, Facebook",Fake
3210,Fact Check: Is This Hathras Gangrape Accused's Father With BJP,Fake
3211,"Waris Pathan didnâ€™t threaten police to open mosque amid lockdown, viral video is 4 years old",Fake
3212,Fact Check: Was Lieutenant General Taranjit Singh Arrested For...,Fake
3213,"Photo of doctor-turned-terrorist goes viral, but itâ€™s not Hizbul commander Riyaz Naikoo",Fake
3214,Fact Check: Photo Of Charred Woman Shared With False Communal Claims,Fake
3215,"Social media claims AI seated passengers without social distancing, but hereâ€™s the fact",Fake
3216,Fact Check: Unrelated Video Shared As Hathras Victim Felicitated For Topping Her Examination,Fake
3217,Tricolour image at Srinagarâ€™s Lal Chowk shared by BJPâ€™s Kapil Mishra is not â€˜new J&Kâ€™,Fake
3218,Samajwadi Party workers did not shout â€˜Pakistan Zindabadâ€™ at Mumbai railway station,Fake
3219,Fact Check: Old Photo Of Saraswati Idol Circulated With False Communal Claims,Fake
3220,"Sambit Patra marks 6 â€˜cars and autosâ€™ on Priyanka Gandhiâ€™s vehicle list, gets it 50% wrong",Fake
3221,Fact Check: Video Of A Girl Being Beaten Shared With False Claim Of Caste Based Violence In UP,Fake
3222,J&K Police Cracks Down On The Notorious Gang- â€˜The Write Clubâ€™,Fake
3223,Fact Check: Did Mark Zuckerberg Say 'Jai Shri Ram' Is Written On...,Fake
3224,New Delhi railway station doesnâ€™t have a water cooler with â€˜Who is Hussainâ€™ written on it,Fake
3225,Fact Check: Did Rahul Gandhi Pull The Collar Of UP Police Official?,Fake
3226,Woman in viral image not Rajasthanâ€™s minor gangrape victim but murdered wife of Haryana cop,Fake
3227,Fact Check: Photo Of Rahul & Priyanka Gandhi Smiling Shared As Recent Visit To Hathras,Fake
3228,"Fact Check: Was A Terrorist Caught In Hubli Bus Stand, Karnataka?",Fake
3229,Haryana Governmentâ€™s New Strategy For Women Safety; Ban Education For Women,Fake
3230,Fact Check: Purported Image Of News18 Report Saying 57 Died Due To COMEDK Exam In Karnataka Goes...,Fake
3231,"Photos of man breaking womanâ€™s body at the hip goes viral, but itâ€™s not from this year",Fake
3232,Fact Check: Unrelated Video Shared To Claim UP Police Manhandled...,Fake
3233,Social media claims this video is of people fighting on Eid. Hereâ€™s the fact,Fake
3234,Fact Check: Dilip Ghosh Shares Old Photo As Farmers' Support For BJP & ...,Fake
3235,"Viral photo of Indira Gandhi addressing Army jawans is from Leh, not Galwan Valley",Fake
3236,Fact Check: Netizens Confuse MLC Mulayam Singh Yadav With SP Supremo & Declare Him Dead,Fake
3237,Fact Check: Did Soldiers At Galwan Valley Celebrate Ganesh Puja As Claimed In The Viral Video?,Fake
3238,"AAP shares images of Covid bed facility at Pragati Maidan, Congress MLA says itâ€™s in Mumbai",Fake
3239,Fact Check: Fake Quote Attributed To Akhilesh Yadav On 'Ram & Hanuman',Fake
3240,Viral video of â€˜Sanskrit letterâ€™ from Ayodhya excavation is actually a â€˜Hebrewâ€™ artefact,Fake
3241,Fact Check: Is This Man One Of Hathras Gang-Rape Accused & Congress...,Fake
3242,Our Weak Sex Ratio Helping Sports In Haryana â€“ Government,Fake
3243,Fact Check: Has Common Law Admission Test (CLAT) 2020 Been Postponed?,Fake
3244,"Images of Sushant Singh Rajputâ€™s â€˜suicidalâ€™ posts go viral, but he didnâ€™t tweet after Dec 2019",Fake
3245,Fact Check: Did Rajasthan Govt Mandate Ambedkar's Portrait In Offices?,Fake
3246,"Woman, hanging from a tree in viral image, was not killed by a Muslim but by her â€˜loverâ€™",Fake
3247,Fact Check: Morphed Image Showing Uddhav Thackeray Watching Republic TV Goes Viral,Fake
3248,"Sudhir Chaudhary, CNN-News18 share graphic caning video, but itâ€™s not from Karachi",Fake
3249,Fact Check: Photo Of Policemen Protesting With Morphed Placard Saying 'We Cannot Lathi-Charge...,Fake
3250,Fact Check: Old Video Shared With False Claim That Masks Are Not Necessary For Healthy People,Fake
3251,Viral video of Amitabh Bachchan thanking Nanavati hospital staff is from April,Fake
3252,Fact Check: Leopard Attack In Hyderabad Claimed 2 Lives?,Fake
3253,"Manmohan Singh didnâ€™t hold sweet box like a â€˜servantâ€™ for Gandhi family, Rahul held it too",Fake
3254,Fact Check: Video From Clash In Indonesia Shared As BJP Workers Fighting Back West Bengal,Fake
3255,BJP leader Kapil Mishra shares â€˜reportâ€™ claiming 100 Chinese soldiers died in Galwan,Fake
3256,Fact Check: Old Photo Of BJP Worker Hanging From A Tree Is Circulated As Recent,Fake
3257,"â‚¹65,250cr Black Money Recovered, Be Prepared To Receive â‚¹522 In Your Account Any Time",Fake
3258,Fact Check: Was Rajdeep Sardesai Heckled By A Crowd After He Recently Interviewed Rhea Chakraborty?,Fake
3259,"Priyanka Gandhi Vadra used old photos to highlight floods in Assam, Bihar and Uttar Pradesh",Fake
3260,Fact Check: Did Public Chase Away BJP Leader Wearing PM Modi's Mask In ...,Fake
3261,Is Boris Johnson doing a â€˜Ram abhishekâ€™ to mark bhoomi pujan? This photo isnâ€™t what it seems,Fake
3262,Viral Ram Mandir bhoomi pujan preparation video is an old one from Hyderabad,Fake
3263,Bollywood actress with Aaditya Thackeray in viral image is not Rhea Chakraborty,Fake
3264,Fact Check: Unrelated Photos Shared As Flooded NEET/JEE Exam Centres,Fake
3265,"â€˜Brahminsâ€™ arenâ€™t burning BJP flag, viral image is from 2018 Rajasthan Assembly polls",Fake
3266,Fact Check: Is 'Gulfam' From UP's Saharanpur The Artist Behind These...,Fake
3267,Video of Indians in Spain celebrating Ram Mandir construction is from 2018,Fake
3268,Fact Check: Did BJP MP Kirron Kher Say 'Rape Is A Part Of Indian Culture And It Can't Be Stopped'?,Fake
3269,Claim of â€˜IAF air strikes on Nepalâ€™ shows images from Libya in 2011 and Bengaluru in 2019,Fake
3270,Fact Check: Did 'BJP Goons' Beat Up Police In West Bengal?,Fake
3271,There will be no â€˜Babri Hospitalâ€™ on Sunni Waqf Board land & Kafeel Khan wonâ€™t be director,Fake
3272,"Shiv Sena leaders share photo of Maharashtra boat ambulance, but it doesnâ€™t run in India",Fake
3273,Ban On Colour Photocopier Machines Soon To Counter Fake Currency,Fake
3274,Fact Check: Photos Of Interfaith Couple Shared With False 'Love Jihad' ...,Fake
3275,"Prisons Overflowing With Ticketless Travellers Feared, As Bus, Trains Yet To Adopt Digital",Fake
3276,Fact Check: Old Photo Shared As Hindu Doctor Cremated By Muslims In ...,Fake
3277,Govt May Introduce â€˜Melting Notesâ€™ To Curb Black Money Conversion Into New Notes,Fake
3278,Fact Check: Wedding Photograph Of An Unrelated Couple Shared As Kapil...,Fake
3279,"Congress takes swipe at Delhi govt with posts of flooded house & bus, here are the facts",Fake
3280,BJP MP Arjun Singh falsely claims Kali temple idol was burned by â€˜religious groupâ€™ in Bengal,Fake
3281,"Viral video of womanâ€™s molestation isnâ€™t from Kerala, but Andhra, and is 3 years old",Fake
3282,Hijab-clad girl in viral photo with Maharashtra Police is not breaking any dress code,Fake
3283,"Now, KG Students Protest At Jantar Mantar, Demand Reservations In School Punishments",Fake
3284,Case Of Mistaken Identity: Unrelated Video Shared As Doctor Giving...,Fake
3285,â€˜CEOâ€™ meeting his high school math teacher in viral video is not Sundar Pichai,Fake
3286,Fact Check: Old Video Passed Of As Special Frontier Force Celebration After Recent Indo-China Border ...,Fake
3287,Indian 3D Printer Project To Negatively Hit China,Fake
3288,Fact Check: Images Of Burnt Idol Of Goddess Kali Shared With Communal Angle,Fake
3289,Government: People Will Have To Stand Full Time While Watching â€˜Borderâ€™,Fake
3290,Fact Check: Aaj Tak & Times Now Use Old Images Of PLA Cemetery As 'Proof Of Chinese Casualty' In...,Fake
3291,"Priyanka Gandhi, Congress post UPA-era photos of farmers to criticise Modi govtâ€™s farm bills",Fake
3292,Pakistanis are using a 2-yr-old image to claim â€˜Indian Mi-17â€™ chopper crashed in Ladakh,Fake
3293,Viral video claiming Adani has taken over Indian Railways now is from 2013,Fake
3294,"Mosque in image shared to target BMC, Uddhav govt over â€˜illegal structuresâ€™ not from Mumbai",Fake
3295,Itâ€™s Now Mandatory To Have Your Aadhar Number In Your Email ID,Fake
3296,Fact Check: WhatsApp Forwards Claim Scamsters Pretending As Home Affairs Officials Are Looting,Fake
3297,Fact Check: Poster From Shaheen Bagh Protest Wrongly Claims Protestors Paid Rs 500 Per Day,Fake
3298,Fact Check: Fake Quote Claiming 'Muslims Are Terrorists By Ideology' Shared As Salman Rushdie's...,Fake
3299,"Fact-Check: No, The Man Who Placed Bomb At Mangaluru Airport Is Not RSS Worker",Fake
3300,"A Fake News Story, An Irresponsible MP & People Asking For Arundhati Roy To Be Shot Dead",Fake
3301,3 Years Of PM Modi Government: Know What Was Promised And What Is Delivered,Fake
3302,The Instances When Indian Politicians Fell For Fake News,Fake
3303,"PM Modi Says 34 Lakh Taxpayers Added After Demonetisaion, FM Jaitley Says 91 Lakh: What Is The...",Fake
3304,Fact Check: Is The Rail Ministryâ€™s Claim That Train Accidents Have Declined In The Last Three Years...,Fake
3305,Fact Check: From Pakistanâ€™s Fake Image At The UN To False Photos Of Rohingya Refugees,Fake
3306,"5 Yrs Since Gujarat 2012 Elections, Know What Was Promised And What Is Delivered",Fake
3307,Fact Check: Did UPA Invite Taliban Leader To Speak At Think Fest In 2013?,Fake
3308,"Mysterious Death Of 21-Yr-Old Given Communal Colour By BJP Karnataka, Sparks Violence",Fake
3309,"Fact Check: Distorted Facts Presented In The Name Of Growth, Did PM Modi-Government Surpass Manmohan ...",Fake
3310,Fact Check: Did PM Modi Say Karnataka Has 7 Lakh Villages?,Fake
3311,Times Now Wrongly Attributes A Speech Starting With â€˜Jai Siya Ramâ€™ To Abu Dhabi Crown Prince,Fake
3312,Fake News Claims Narendra Modi Is Second Most Corrupt Prime Minister In The World,Fake
3313,"Fake Quotes: Tendulkar, Owaisi, Hillary Clinton And Others",Fake
3314,Was BJP IT Cell Head The First To Announce Date Of Karnataka Assembly Election?,Fake
3315,Physics Professor HC Verma Debunks A False Claim That He Donated Rs 1 Crore To PM's Relief Fund,Fake
3316,"Social Media Shares Wrong Image Of Kathua Rape Accused, 22-Yr-Old Victim Gets Hate Messages",Fake
3317,"Kathua Rape: J&K Police Rubbishes Reports Published By Dainik Jagran, Confirms Sexual Assault",Fake
3318,The Photograph Of PM Modiâ€™s Mother In An Auto-Rickshaw Is Not Photoshopped,Fake
3319,"Nawaz Sharif Didn't Launder $4.9 Billion To India, Says World Bank",Fake
3320,Viral Video Showing Harassment Faced By Woman In Bengaluru Is Actually A Video From Malaysia,Fake
3321,Fact Check: Did MP Tabassum Hasan Take A Communal Line After Her Victory In Kairana?,Fake
3322,Fact Check: Football Vandalism Video From Switzerland Now Shared As Kashmiris Attacking Tourists,Fake
3323,Fact Check: Did India Take No Loans From World Bank Between 2015 And 2017?,Fake
3324,Fact-Check: No. Of Army Men Martyred During UPA & NDA Govt In Jammu &...,Fake
3325,Fact Check: Fake News Of March By Muslims Demanding Release Of...,Fake
3326,Fact Check: Hindu Khatre Mein Hai? How The Fake News Ecosystem Targets ...,Fake
3327,Fact Check: Congress Uses 5 Month Old Video Of Black Flags Being Shown To PM,Fake
3328,"Fact Check: Ex-IPS Officer Targets PM Modi, Shares Fake Image Of Kerala Floods",Fake
3329,Fact Check: Boy Who Tore National Flag & Screamed 'Pakka Musalman Hoon' Is A Hindu Prankster,Fake
3330,Fact Check: Have Deposits By Indians In Swiss Banks Decreased?,Fake
3331,"PM Modi Claims UPA Only Built 25 Lakh Houses During Their Last Four Years, Is It True?",Fake
3332,"Government Claims Scholarship Amount To SC & OBC Students Have Increased, Is It True?",Fake
3333,Smritiâ€™s Iraniâ€™s â€œBlood-Soaked Sanitary Napkinâ€ Remark â€“ Did The Minister Fall For Social Media,Fake
3334,Fact Check: How True Are Government Claims About Credit To Micro And Small Enterprises,Fake
3335,"Fact Check: PMO Indeed Sent Rs 1,064 Back To Onion Farmer, But Didn't Ask To Transfer Again Online",Fake
3336,Fact Check: From Sri Lankan Woman Offering Prayers At Sabarimala To Rs ...,Fake
3337,"Fact Check: Are Hindus Getting Attacked In Pakistan? No, It's A Fake...",Fake
3338,Fact Check: Ayyappa Devotee Committed Suicide A Day Before Two Women...,Fake
3339,"Fact Check: No, Sonia Gandhi Is Not Richer Than The Queen Of England",Fake
3340,Fact Check: Govt Claim Of India's Forex Reserves Booming At $418.9 Bn & FDI Jumping To $60 Bn In...,Fake
3341,Fact Check: Case Against PM Modi Over Rafale Deal To 'Indian Soldier' Freezing In Cold,Fake
3342,Fact Check: India Didn't Take Loan From World Bank Between 2015-2018?,Fake
3343,Fact Check: From Fake Iraqi Car Blast Video To Dogs Martyred In Pulawama Attack,Fake
3344,"Union Minister Says, â€œNo Attack On Kashmiri Students After Pulwama Attackâ€; Is It True?",Fake
3345,"Fact Check: No, These Animals Did Not Die In Bandipur Forest Fire",Fake
3346,No Hindu Terrorists Ever In History? Exactly How True Is PM Modiâ€™s Claim?,Fake
3347,"Fact Check: No, Pakistani Flags Were Not Waved In Rahul Gandhi's Wayanad Roadshow",Fake
3348,Tendered Votes Are Not Counted During Normal Counting Process,Fake
3349,Fact Check: Congressâ€™s Divya Spandana Shares Photoshopped Image...,Fake
3350,How True Are The Governmentâ€™s Claims About The Beti Bachao Beti Padhao ...,Fake
3351,How True Are Government Claims About Mobile Handset Manufacturing?,Fake
3352,Fact Check: Was Mahua Moitra Speech Plagiarised As Zee News...,Fake
3353,Fact Check: Did Nirmala Sitharaman Claim That Demonetisation Had No Impact On The Indian Economy?,Fake
3354,Fact Check: Internet Users Wrongly Slam Gautam Gambhir For 'Doctored' Image Shared By Comedian,Fake
3355,"Fact Check: No, Drinking Cold Drinks Are Not Mixed With Ebola Virus-Infected Blood",Fake
3356,Fact Check: Photos Taken In 2016 Of Toxic Yamuna On The Occasion Of Chhath Puja Are Shared As New,Fake
3357,Fact Check: Wrongly Bifurcated Map Of Jammu & Kashmir Post Conversion Of J&K Into Two Union...,Fake
3358,Fact Check: Does Burning Camphor (Kapoor) Help To Counter Air Pollution?,Fake
3359,Fact Check: PM Modi Didn't Send Any Congratulatory Letter To CJI Ranjan Gogoi After Ayodhya Verdict,Fake
3360,Fact Check: Astronaut & Bicycle Carved On A Cathedral In Spain Shared...,Fake
3361,Fact Check: Did Jamiat Ulema-e-Hind Write To Sonia Gandhi Against...,Fake
3362,Fact Check: Is Mukesh Ambani Donating Rs 500 Crore For Construction Of ...,Fake
3363,Fact Check: Are These Photos Of Women Being Shared On Social Media Of...,Fake
3364,"Fact Check: Viral Photo Of Ranu Mondal's Makeover Is Fake, Makeup Artist Shares Real Pictures",Fake
3365,Fact Check: Morphed Image Of Kanhaiya Kumar With Map Showing Indian States As Part Of Pakistan...,Fake
3366,Fact Check: Rawalpindi School With High-Tech Attendance System Goes Viral As Delhi's,Fake
3367,"No Concrete Evidence On Whether Fadnavis Was Made CM To Return Rs 40,000 Crores Back To The Centre",Fake
3368,"Fact Check: Delhi CM Claims No. Of Dengue Cases Reported In 2019 Is 1,000, Govt Data Says Otherwise",Fake
3369,Fact Check: Bengali Has Not Been Declared As The Second Official Language Of London,Fake
3370,"Fact Check: Environment Minister, Indian Studies Have Indeed Shown...",Fake
3371,"Fact Check: No, '9969777888' Is Not Bengaluru & Telangana Police Women ...",Fake
3372,Fact Check: Amit Shah Didn't Touch The Feet Of Swami Nithyananda,Fake
3373,Fact Check: Delhi Minister Imran Hussain's Statement On Cremation...,Fake
3374,Fact Check: Amit Shah Gets Few Facts Wrong During Citizen Amendment Bill Rebuttal,Fake
3375,"Fact Check: Student Burnt With Acid In Tamil Nadu School, Photo Shared With False Communal Claim",Fake
3376,Fact Check: Is Mamata Govt Not Allowing To Move Onions Across Border To Keep Prices Inflated?,Fake
3377,Fact Check: Viral Photo Of Amar Jawan Memorial Vandalism Not Of...,Fake
3378,Fact Check: These Viral Photos Of Protest Against CAA Are From...,Fake
3379,Fact Check: Old Photos Unrelated To Jamia Protests Shared As New,Fake
3380,Fact Check: Delhi Police Didn't Burn A Broken-Down Bus To Instigate...,Fake
3381,Fact Check: No Police Station Was Burnt During Protest In Seelampur,Fake
3382,"Fact Check: No, Bangalore Police Didn't Show Fist Or Threaten To Beat Ramachandra Guha",Fake
3383,Fact Check: Police Violence While Clearing Encroachments In Assam Sanctuary Passed Off As NRC...,Fake
3384,Fact Check: Old Video Shared With Claim Of Anti-CAA Protesters Burning Hindu God Posters,Fake
3385,Fact Check: Image Of Old Man Beaten Up By UP Police Mistaken To Be One Of Stone Pelters,Fake
3386,Fact Check: The Sun Does Not Chant 'Om' As Kiran Bedi's Twitter Video Claims,Fake
3387,The Truth Behind Chhattisgarh Farmer's Claim Of Her Income Getting Doubled And ABP News Refuting Her ...,Fake
3388,Fact Check: In Whose Tenure Did â€˜Exportsâ€™ Grow Faster?,Fake
3389,Fact Check: PM's Independence Day Speech And The Claims He Made,Fake
3390,Fact Check: WhatsApp Forwards Claim Mullaperiyar Dam In Kerala About...,Fake
3391,Fact Check: Impostor In Army Uniform Falsely Accuses Kerala CM Of...,Fake
3392,"PM Modi Falls For Fake News, Cites Satire Website To Target Omar Abdullah In Lok Sabha",Fake
3393,"Fact Check: No, Maharashtra Congress MLA Naseem Khan Did Not Say 'Pakistan Zindabad'",Fake
3394,"Fact Check: No, China Is Not Moving Court To Kill 20,000 Coronavirus Patients",Fake
3395,Fact Check: From Amit Shah Standing On Swastika To BBC 'Opinion Poll' For Rajasthan Elections,Fake
3396,"Fact Check: No, Aamir Khan Did Not Meet The President Of Turkey Recently",Fake
3397,"Fact Check: Photo Of Man Urinating On Wall With Trump, Modi Murals Is Fake",Fake
3398,"Fact Check: No, Gold Deposits Of 3,000 Tonne Not Discovered In Uttar Pradesh's Sonbhadra",Fake
3399,Fact Check: Shocking Video Of House Help Mixing Urine In Food Shared With Communal Claim,Fake
3400,"Fact Check: No, Ravish Kumar Did Not Identify Delhi Riot Gunman Shahrukh As Anurag Mishra",Fake
3401,Busting Myths And Fake News Around Coronavirus Outbreak,Fake
3402,"Fact Check: No, IB Staffer Ankit Sharma Killed In Delhi Riots Was Not Stabbed 400 Times",Fake
3403,"Fact-Check: No, Bengaluru-Based Google Techie's Wife Who Tested Positive Did Not Flee To Agra",Fake
3404,Fact Check: Viral WhatsApp Audio Clip Claiming India Will Go Into A Lockdown Is Fake,Fake
3405,Fact Check: Viral Message Claiming Civic Bodies Spray Chemicals To Kill Coronavirus Is Fake,Fake
3406,"Fact check: No, Woman Talking About Coronavirus In Viral Video Is Not Sophie Trudeau, Wife Of...",Fake
3407,"Fact-Check: No, Dolphins, Swans Did Not 'Return' To Italy's Coast Amid Coronavirus Lockdown",Fake
3408,Fact Check: Viral Audio Claiming 59 COVID-19 Cases In Nagpur Is Fake,Fake
3409,Fact Check: Amit Shah Tests Positive For Coronavirus?,Fake
3410,Fact Check: Netflix Korean Drama Predicted Coronavirus Outbreak In 2018?,Fake
3411,Fact Check: Fake Videos Shared To Defame Muslim Community For Spreading Coronavirus,Fake
3412,"Fact Check: No, Muslim Men Are Not Sneezing In Unison To Spread Novel Coronavirus In Viral Video",Fake
3413,Fact Check: British Prince Charles Cured Of COVID-19 With Help Of Ayurveda?,Fake
3414,Fact Check: Are COVID-19 Dead Bodies Being Dumped In Sea?,Fake
3415,Fact Check: Video Of Man Being Thrashed In Delhi Goes With False Coronavirus Claims,Fake
3416,Uttar Pradesh: Man Booked For Refusing To Eat Food Cooked By Dalit At Quarantine Centre In,Fake
3417,Fact Check: Are Activists Trying To Get Bail For Those Arrested In Palghar Lynching Incident?,Fake
3418,Fact Check: Are Leopards Roaming Streets Of Punjab Amid Lockdown?,Fake
3419,"Fact Check: Did Aamir Khan Donate Rs 15,000 In Sack Of One Kilo Wheat Each?",Fake
3420,Fact Check: Is Telecom Department Providing Free Internet Till May 17?,Fake
3421,Fact Check: Old Picture Resurfaces Of Women Drinking Beer With False BJP Link,Fake
3422,"Fact Check: Fake List Of Advice To Live With COVID-19 Attributed To ICMR, Dr Devi Shetty",Fake
3423,Fact Check: Photos Of Vrindavan Priest Injured In Personal Dispute Shared With False Communal Claims,Fake
3424,Fact Check: Is Telangana Government Distributing Ramadan Gifts Despite Lockdown?,Fake
3425,Fact Check: Old Video From Bangladesh Shared As Migrant Worker Travelling Home,Fake
3426,Fact Check: Viral Graphic Promotes Wrong Way Of Wearing Surgical Masks,Fake
3427,Fact Check: Unknown Virus Affecting Tomato Misreported With Coronavirus Link,Fake
3428,Fact Check: How Effective Are Homemade Face Masks?,Fake
3429,Fact Check: Old Video Of Statues Of Ganesha Being Immersed Into River Falsely Linked With,Fake
3430,Fact Check: Fake 'TIME...to go' Cover Featuring Donald Trump Goes Viral,Fake
3431,Fact Check: Unrelated Video Shared As COVID-19 Infected Lady Constable Struggling To Find Ambulance...,Fake
3432,Fact Check: Old Photos Of Forest Fire Shared As Recent Incident From Uttarakhand,Fake
3433,Fact Check: Unattended Dead Bodies Of COVID-19 Patients Piling Up In Delhi Hospital?,Fake
3434,Fact Check: Muslim Man Forced To Lick Hindu's Spit? Unrelated Video Shared With False Communal,Fake
3435,Was Pregnant Elephant 'Deliberately' Offered Pineapple Stuffed With Firecrackers?,Fake
3436,Fact Check: Fake Notification From Punjab Govt Of Pakistan Banning Poultry Over COVID-19 Goes Viral,Fake
3437,Fact Check: Social Distancing Goes For A Toss In A Mumbai Bus?,Fake
3438,Fact Check: Did WHO Say That Asymptomatic COVID-19 Cases 'Rarely' Spread The Infection?,Fake
3439,Fact Check: Morphed Tweet Of Rahul Gandhi Paying Tribute To Sushant Singh As Cricketer Goes Viral,Fake
3440,Fact Check: Inaccurate Self Diagnosing Test For COVID-19 Goes Viral,Fake
3441,Fact Check: Recording Attributed To Mumbai Police Cautions Against Aadhaar Verification Fraud,Fake
3442,Fact Check: Did AYUSH Ministry Remove A 'Dr Mujahid Hussain' For Obstructing Approval For...,Fake
3443,Fact Check: Clipped Video Of PM Modi's Speech Before 2014 Shared With Fake Claim,Fake
3444,"Fact Check: Video From USA Shared As IAF Helicopter Flying Over Pangong Lake, East Ladakh",Fake
3445,Fact Check: Did Nepali Youth Protest Against Their Prime Minister For Lobbying In China's Support?,Fake
3446,"Fact Check: Did Rahul Gandhi Pass Off Congress Functionaries As Ordinary Ladakhis, While Taking A...",Fake
3447,Fact Check: IANS Propagates Tweet From Sushant Singh's Father's Fake Twitter Account Demanding CBI...,Fake
3448,"Fact Check: Designated Hyderabad COVID-19 Centre, Gandhi Hospital Overwhelmed With Patients?",Fake
3449,Fact Check: Is Rewa Solar Power Plant Asia's Largest Solar Power Project As Claimed By PM Modi?,Fake
3450,"Fact Check: Tweets From Fake Account Of Sara Pilot Attacking Ashok Gehlot Go Viral, IANS Fell For...",Fake
3451,Fact Check: Photo Of Flooded Hyderabad Hospital Shared With Claim Of Waterlogged Hospital In Bihar,Fake
3452,Fact Check: Did 'Japan TV' Air Cartoon Clip Showing PM Modi Fighting Chinese President?,Fake
3453,Fact Check: Fake Job Listing Attributed To World Health Organisation Goes Viral,Fake
3454,Fact Check: Old Photos Claimed To Show Devastation Caused By Assam Floods,Fake
3455,Fact Check: Video Showing Massive Crowd At An Outpatient Department (OPD) Shared With Various False...,Fake
3456,Fact Check: Video Of A Man Brutally Being Thrashed Shared With Communal Claim,Fake
3457,"Fact Check: RBI Hasn't Released New Currency, Pictures Of Commemorative Coins Shared As Real Money",Fake
3458,Fact Check: Made Up Book Excerpt Claims Sonia Gandhi Took Offence On Pranab Mukherjee Praising PM...,Fake
3459,Fact Check: Kapil Mishra Says There's 'Scientific Evidence' That Taj Mahal Is 'Tejo Mahalaya',Fake
3460,Fact Check: CM Uddhav Thackeray's Old Birthday Celebration Peddled As Recent,Fake
3461,Fact Check: Old Unrelated Video Shared As Mid-Air Refuelling Of Rafale Jets,Fake
3462,Fact Check: Did Air Commodore Hilal Ahmed Pilot Rafale To India?,Fake
